round,algo,per_error,abs_error,accuracy,skim_precision,skim_recall,detail_precision,detail_recall,read_precision,read_recall
3,Algo2,0.3407084877323906,2.963302752293578,0.7911392405063291,0.6538461538461539,0.4473684210526316,0.25,0.2,0.8823529411764706,0.625
3,Algo3,0.3280159403185603,2.779816513761468,0.810126582278481,0.6470588235294118,0.5789473684210527,0.5,0.5,0.7954545454545454,0.7291666666666666
3,SessionTrainer,1.0,3.0091743119266057,0.6962025316455697,,0.0,,0.0,,0.0
3,SessionCatTrainer,0.0,0.0,0.6962025316455697,0.4,0.05263157894736842,,0.0,0.6,0.0625
4,LogTrainer,0.4031848198505978,3.128440366972477,0.6582278481012658,0.3125,0.2631578947368421,0.75,0.3,0.4722222222222222,0.3541666666666667
4,SecondTrainerNoPat,0.24932173263637875,1.908256880733945,0.8037974683544303,0.625,0.5263157894736842,0.8333333333333334,0.5,0.7894736842105263,0.625
4,SecondTrainer,0.25916098804518656,1.8623853211009174,0.8227848101265823,0.7142857142857143,0.5263157894736842,0.625,0.5,0.8611111111111112,0.6458333333333334
4,AlgoTrainerNoPat,0.2591403158808119,2.091743119266055,0.810126582278481,0.6666666666666666,0.5263157894736842,0.625,0.5,0.8157894736842105,0.6458333333333334
4,AlgoTrainer,0.2597762382759798,2.073394495412844,0.8037974683544303,0.6451612903225806,0.5263157894736842,0.625,0.5,0.7948717948717948,0.6458333333333334
4,Algo1,0.37549159354065065,2.1559633027522938,0.740506329113924,0.52,0.34210526315789475,0.3333333333333333,0.1,0.75,0.4375
4,Algo2,0.3407084877323906,2.963302752293578,0.7911392405063291,0.6538461538461539,0.4473684210526316,0.25,0.2,0.8823529411764706,0.625
4,Algo3,0.3280159403185603,2.779816513761468,0.810126582278481,0.6470588235294118,0.5789473684210527,0.5,0.5,0.7954545454545454,0.7291666666666666
4,SessionTrainer,0.32334033669460693,3.146788990825688,0.7468354430379747,0.5121951219512195,0.5526315789473685,0.0,0.0,0.6976744186046512,0.625
4,SessionCatTrainer,0.0,0.0,0.3291139240506329,0.26573426573426573,1.0,,0.0,0.32867132867132864,0.9791666666666666
5,LogTrainer,0.3363256663492465,2.376146788990826,0.7215189873417721,0.45161290322580644,0.3684210526315789,1.0,0.5,0.5833333333333334,0.4375
5,SecondTrainerNoPat,0.2640047280888802,1.981651376146789,0.8164556962025317,0.6896551724137931,0.5263157894736842,0.7142857142857143,0.5,0.8333333333333334,0.625
5,SecondTrainer,0.24885627898898496,1.9541284403669725,0.8037974683544303,0.6333333333333333,0.5,1.0,0.5,0.8,0.5833333333333334
5,AlgoTrainerNoPat,0.24986776886487172,2.1559633027522938,0.7974683544303798,0.6333333333333333,0.5,0.625,0.5,0.7894736842105263,0.625
5,AlgoTrainer,0.2647871577576441,2.0825688073394497,0.810126582278481,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.6,0.7948717948717948,0.6458333333333334
5,Algo1,0.37549159354065065,2.1559633027522938,0.740506329113924,0.52,0.34210526315789475,0.3333333333333333,0.1,0.75,0.4375
5,Algo2,0.3407084877323906,2.963302752293578,0.7911392405063291,0.6538461538461539,0.4473684210526316,0.25,0.2,0.8823529411764706,0.625
5,Algo3,0.3280159403185603,2.779816513761468,0.810126582278481,0.6470588235294118,0.5789473684210527,0.5,0.5,0.7954545454545454,0.7291666666666666
5,SessionTrainer,0.3101670839012546,3.7522935779816513,0.7341772151898734,0.4897959183673469,0.631578947368421,0.0,0.0,0.6470588235294118,0.6875
5,SessionCatTrainer,0.0,0.0,0.7531645569620253,0.5,0.6052631578947368,1.0,0.1,0.6808510638297872,0.6666666666666666
6,LogTrainer,0.349909614988758,2.458715596330275,0.7341772151898734,0.4827586206896552,0.3684210526315789,1.0,0.5,0.6176470588235294,0.4375
6,SecondTrainerNoPat,0.25809383182749596,1.963302752293578,0.8037974683544303,0.6551724137931034,0.5,0.625,0.5,0.8108108108108109,0.625
6,SecondTrainer,0.24291486293725936,1.871559633027523,0.8227848101265823,0.6666666666666666,0.5789473684210527,1.0,0.5,0.8157894736842105,0.6458333333333334
6,AlgoTrainerNoPat,0.2601763951535102,2.110091743119266,0.7911392405063291,0.6206896551724138,0.47368421052631576,0.625,0.5,0.7837837837837838,0.6041666666666666
6,AlgoTrainer,0.2583649283158911,2.0091743119266057,0.7911392405063291,0.6206896551724138,0.47368421052631576,0.625,0.5,0.7837837837837838,0.6041666666666666
6,Algo1,0.37549159354065065,2.1559633027522938,0.740506329113924,0.52,0.34210526315789475,0.3333333333333333,0.1,0.75,0.4375
6,Algo2,0.3407084877323906,2.963302752293578,0.7911392405063291,0.6538461538461539,0.4473684210526316,0.25,0.2,0.8823529411764706,0.625
6,Algo3,0.3280159403185603,2.779816513761468,0.810126582278481,0.6470588235294118,0.5789473684210527,0.5,0.5,0.7954545454545454,0.7291666666666666
6,SessionTrainer,0.3207306344943466,3.4862385321100917,0.7468354430379747,0.5111111111111111,0.6052631578947368,0.0,0.0,0.6808510638297872,0.6666666666666666
6,SessionCatTrainer,0.0,0.0,0.4050632911392405,0.2878787878787879,1.0,,0.0,0.36363636363636365,1.0
7,LogTrainer,0.3645594500667565,2.63302752293578,0.689873417721519,0.375,0.3157894736842105,1.0,0.4,0.5277777777777778,0.3958333333333333
7,SecondTrainerNoPat,0.25231938789382474,1.9174311926605505,0.8227848101265823,0.6774193548387096,0.5526315789473685,1.0,0.5,0.8333333333333334,0.625
7,SecondTrainer,0.26292146732291694,1.908256880733945,0.810126582278481,0.6451612903225806,0.5263157894736842,1.0,0.5,0.8055555555555556,0.6041666666666666
7,AlgoTrainerNoPat,0.25132001093043016,1.9908256880733946,0.8037974683544303,0.6551724137931034,0.5,0.625,0.5,0.8108108108108109,0.625
7,AlgoTrainer,0.26096040525850084,1.9174311926605505,0.810126582278481,0.6363636363636364,0.5526315789473685,0.8333333333333334,0.5,0.7948717948717948,0.6458333333333334
7,Algo1,0.37549159354065065,2.1559633027522938,0.740506329113924,0.52,0.34210526315789475,0.3333333333333333,0.1,0.75,0.4375
7,Algo2,0.3407084877323906,2.963302752293578,0.7911392405063291,0.6538461538461539,0.4473684210526316,0.25,0.2,0.8823529411764706,0.625
7,Algo3,0.3280159403185603,2.779816513761468,0.810126582278481,0.6470588235294118,0.5789473684210527,0.5,0.5,0.7954545454545454,0.7291666666666666
7,SessionTrainer,1.0,3.0091743119266057,0.6962025316455697,,0.0,,0.0,,0.0
7,SessionCatTrainer,0.0,0.0,0.6329113924050633,0.3924050632911392,0.8157894736842105,0.0,0.0,0.4875,0.8125
8,LogTrainer,0.2676975176193692,1.6296296296296295,0.7974683544303798,0.6190476190476191,0.65,0.5,0.2,0.782608695652174,0.72
8,SecondTrainerNoPat,0.25908540000230806,1.6666666666666667,0.8227848101265823,0.7777777777777778,0.7,0.25,0.2,0.8181818181818182,0.72
8,SecondTrainer,0.25720622315199365,1.5925925925925926,0.8481012658227848,0.8,0.8,0.3333333333333333,0.2,0.8260869565217391,0.76
8,AlgoTrainerNoPat,0.3164670506097651,1.5185185185185186,0.810126582278481,0.6842105263157895,0.65,0.3333333333333333,0.2,0.8181818181818182,0.72
8,AlgoTrainer,0.2687584499291779,1.4814814814814814,0.8227848101265823,0.6363636363636364,0.7,0.3333333333333333,0.2,0.84,0.84
8,Algo1,0.25695457758061374,1.2222222222222223,0.8481012658227848,0.8235294117647058,0.7,0.5,0.2,0.8947368421052632,0.68
8,Algo2,0.2682906540677938,1.5925925925925926,0.7974683544303798,0.6111111111111112,0.55,1.0,0.2,0.8421052631578947,0.64
8,Algo3,0.675926573659371,2.4074074074074074,0.7088607594936709,0.5555555555555556,0.25,0.2222222222222222,0.4,0.7222222222222222,0.52
8,SessionTrainer,1.0,2.2777777777777777,0.6835443037974683,,0.0,,0.0,,0.0
8,SessionCatTrainer,0.0,0.0,0.31645569620253167,0.2702702702702703,1.0,,0.0,0.33783783783783783,1.0
9,LogTrainer,0.2733522885450379,1.5,0.7974683544303798,0.6190476190476191,0.65,0.5,0.2,0.782608695652174,0.72
9,SecondTrainerNoPat,0.26013714463904214,1.5740740740740742,0.8227848101265823,0.7368421052631579,0.7,0.25,0.2,0.8260869565217391,0.76
9,SecondTrainer,0.24672918377936856,1.6111111111111112,0.8354430379746836,0.7142857142857143,0.75,0.25,0.2,0.84,0.84
9,AlgoTrainerNoPat,0.32709190583044573,1.5740740740740742,0.810126582278481,0.6842105263157895,0.65,0.3333333333333333,0.2,0.8181818181818182,0.72
9,AlgoTrainer,0.3341989654375054,1.462962962962963,0.7848101265822784,0.631578947368421,0.6,0.4,0.4,0.75,0.72
9,Algo1,0.25695457758061374,1.2222222222222223,0.8481012658227848,0.8235294117647058,0.7,0.5,0.2,0.8947368421052632,0.68
9,Algo2,0.2682906540677938,1.5925925925925926,0.7974683544303798,0.6111111111111112,0.55,1.0,0.2,0.8421052631578947,0.64
9,Algo3,0.675926573659371,2.4074074074074074,0.7088607594936709,0.5555555555555556,0.25,0.2222222222222222,0.4,0.7222222222222222,0.52
9,SessionTrainer,0.30120593900589904,8.222222222222221,0.5189873417721519,0.2777777777777778,0.5,0.16666666666666666,0.2,0.42857142857142855,0.72
9,SessionCatTrainer,0.0,0.0,0.4430379746835443,0.3125,1.0,,0.0,0.390625,1.0
10,LogTrainer,0.2923562279459613,2.2962962962962963,0.759493670886076,0.5714285714285714,0.6,0.3333333333333333,0.2,0.7083333333333334,0.68
10,SecondTrainerNoPat,0.2603487476935993,1.5555555555555556,0.8354430379746836,0.7368421052631579,0.7,0.25,0.2,0.8695652173913043,0.8
10,SecondTrainer,0.27342230220593344,1.4814814814814814,0.8354430379746836,0.7368421052631579,0.7,0.25,0.2,0.8695652173913043,0.8
10,AlgoTrainerNoPat,0.367252798701016,1.6481481481481481,0.7721518987341772,0.625,0.5,0.3333333333333333,0.4,0.7727272727272727,0.68
10,AlgoTrainer,0.3395555497134444,1.7037037037037037,0.7721518987341772,0.625,0.5,0.3333333333333333,0.4,0.7727272727272727,0.68
10,Algo1,0.25695457758061374,1.2222222222222223,0.8481012658227848,0.8235294117647058,0.7,0.5,0.2,0.8947368421052632,0.68
10,Algo2,0.2682906540677938,1.5925925925925926,0.7974683544303798,0.6111111111111112,0.55,1.0,0.2,0.8421052631578947,0.64
10,Algo3,0.675926573659371,2.4074074074074074,0.7088607594936709,0.5555555555555556,0.25,0.2222222222222222,0.4,0.7222222222222222,0.52
10,SessionTrainer,0.3518645102691842,6.518518518518518,0.620253164556962,0.38461538461538464,0.5,0.5,0.2,0.42857142857142855,0.48
10,SessionCatTrainer,0.0,0.0,0.25316455696202533,0.25316455696202533,1.0,,0.0,0.31645569620253167,1.0
11,LogTrainer,0.2704061499604294,1.3888888888888888,0.810126582278481,0.6666666666666666,0.7,0.3333333333333333,0.2,0.7916666666666666,0.76
11,SecondTrainerNoPat,0.31279732882384437,1.6666666666666667,0.8227848101265823,0.7777777777777778,0.7,0.25,0.2,0.8181818181818182,0.72
11,SecondTrainer,0.26400755566215467,1.5555555555555556,0.8227848101265823,0.7368421052631579,0.7,0.25,0.2,0.8260869565217391,0.76
11,AlgoTrainerNoPat,0.39025368491157963,1.6851851851851851,0.7721518987341772,0.625,0.5,0.3333333333333333,0.4,0.7727272727272727,0.68
11,AlgoTrainer,0.33544484700691624,1.5555555555555556,0.810126582278481,0.6842105263157895,0.65,0.3333333333333333,0.2,0.8181818181818182,0.72
11,Algo1,0.25695457758061374,1.2222222222222223,0.8481012658227848,0.8235294117647058,0.7,0.5,0.2,0.8947368421052632,0.68
11,Algo2,0.2682906540677938,1.5925925925925926,0.7974683544303798,0.6111111111111112,0.55,1.0,0.2,0.8421052631578947,0.64
11,Algo3,0.675926573659371,2.4074074074074074,0.7088607594936709,0.5555555555555556,0.25,0.2222222222222222,0.4,0.7222222222222222,0.52
11,SessionTrainer,0.2984050959859409,8.555555555555555,0.5063291139240507,0.2777777777777778,0.5,0.14285714285714285,0.2,0.4186046511627907,0.72
11,SessionCatTrainer,0.0,0.0,0.6835443037974683,,0.0,,0.0,,0.0
12,LogTrainer,0.27451319842646116,2.1481481481481484,0.7848101265822784,0.6190476190476191,0.65,0.3333333333333333,0.2,0.75,0.72
12,SecondTrainerNoPat,0.26374600347220944,1.3703703703703705,0.8354430379746836,0.7,0.7,0.25,0.2,0.875,0.84
12,SecondTrainer,0.29569198062831337,1.7222222222222223,0.8227848101265823,0.7777777777777778,0.7,0.25,0.2,0.8181818181818182,0.72
12,AlgoTrainerNoPat,0.3390276904759078,1.5740740740740742,0.810126582278481,0.7058823529411765,0.6,0.5,0.4,0.8095238095238095,0.68
12,AlgoTrainer,0.3131527911816536,1.5740740740740742,0.8227848101265823,0.6666666666666666,0.7,0.3333333333333333,0.2,0.8333333333333334,0.8
12,Algo1,0.25695457758061374,1.2222222222222223,0.8481012658227848,0.8235294117647058,0.7,0.5,0.2,0.8947368421052632,0.68
12,Algo2,0.2682906540677938,1.5925925925925926,0.7974683544303798,0.6111111111111112,0.55,1.0,0.2,0.8421052631578947,0.64
12,Algo3,0.675926573659371,2.4074074074074074,0.7088607594936709,0.5555555555555556,0.25,0.2222222222222222,0.4,0.7222222222222222,0.52
12,SessionTrainer,1.0,2.2777777777777777,0.6835443037974683,,0.0,,0.0,,0.0
12,SessionCatTrainer,0.0,0.0,0.25316455696202533,0.25316455696202533,1.0,,0.0,0.31645569620253167,1.0
13,LogTrainer,0.27353410672685613,1.5,0.7974683544303798,0.65,0.65,0.3333333333333333,0.2,0.782608695652174,0.72
13,SecondTrainerNoPat,0.2574525303918094,1.5925925925925926,0.8354430379746836,0.75,0.75,0.25,0.2,0.8333333333333334,0.8
13,SecondTrainer,0.27852251975861286,1.6111111111111112,0.8354430379746836,0.7894736842105263,0.75,0.3333333333333333,0.2,0.8181818181818182,0.72
13,AlgoTrainerNoPat,0.38381686208860877,1.6481481481481481,0.759493670886076,0.6,0.45,0.3333333333333333,0.4,0.7619047619047619,0.64
13,AlgoTrainer,0.39257242531096526,1.6666666666666667,0.7721518987341772,0.625,0.5,0.3333333333333333,0.4,0.7727272727272727,0.68
13,Algo1,0.25695457758061374,1.2222222222222223,0.8481012658227848,0.8235294117647058,0.7,0.5,0.2,0.8947368421052632,0.68
13,Algo2,0.2682906540677938,1.5925925925925926,0.7974683544303798,0.6111111111111112,0.55,1.0,0.2,0.8421052631578947,0.64
13,Algo3,0.675926573659371,2.4074074074074074,0.7088607594936709,0.5555555555555556,0.25,0.2222222222222222,0.4,0.7222222222222222,0.52
13,SessionTrainer,1.0,2.2777777777777777,0.6835443037974683,,0.0,,0.0,,0.0
13,SessionCatTrainer,0.0,0.0,0.25316455696202533,0.25316455696202533,1.0,,0.0,0.31645569620253167,1.0
14,LogTrainer,0.26871422897818587,1.462962962962963,0.7974683544303798,0.6363636363636364,0.7,0.3333333333333333,0.2,0.76,0.76
14,SecondTrainerNoPat,0.30241282210582127,1.5740740740740742,0.8227848101265823,0.7,0.7,0.25,0.2,0.8333333333333334,0.8
14,SecondTrainer,0.23282627141825188,1.4444444444444444,0.8607594936708861,0.7619047619047619,0.8,0.3333333333333333,0.2,0.875,0.84
14,AlgoTrainerNoPat,0.30688768374007563,1.5555555555555556,0.810126582278481,0.65,0.65,0.3333333333333333,0.2,0.8260869565217391,0.76
14,AlgoTrainer,0.3790505009987183,1.5925925925925926,0.7848101265822784,0.6666666666666666,0.5,0.3333333333333333,0.4,0.8095238095238095,0.68
14,Algo1,0.25695457758061374,1.2222222222222223,0.8481012658227848,0.8235294117647058,0.7,0.5,0.2,0.8947368421052632,0.68
14,Algo2,0.2682906540677938,1.5925925925925926,0.7974683544303798,0.6111111111111112,0.55,1.0,0.2,0.8421052631578947,0.64
14,Algo3,0.675926573659371,2.4074074074074074,0.7088607594936709,0.5555555555555556,0.25,0.2222222222222222,0.4,0.7222222222222222,0.52
14,SessionTrainer,0.30205527275081856,7.814814814814815,0.5569620253164557,0.32432432432432434,0.6,0.5,0.2,0.41025641025641024,0.64
